id	source_xpath	source_line	source_value	status	FHIR_targets	rule
amb-map-1125	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1468	5.27	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/code/coding/0/version	copy
amb-map-1126	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:effectiveTime[1]/@value	1470	202305021530+0300	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/effectiveDateTime	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-1127	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@xsi:type	1472	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1128	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@codeSystem	1472	1.2.643.5.1.13.13.11.1515	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1129	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@codeSystemName	1472	Параметры клинических шкал и опросников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1130	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@code	1472	19404	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/valueCodeableConcept/coding/0/code	copy
amb-map-1131	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@codeSystemVersion	1472	5.9	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/valueCodeableConcept/coding/0/version	copy
amb-map-1132	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[4]/cda:observation[1]/cda:value[1]/@displayName	1472	7	mapped	Observation/171ebcb6-7e52-54e6-91b3-f0aba724a0ef#/valueCodeableConcept/coding/0/display	copy
amb-map-1133	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/@typeCode	1476	COMP	transformed	Observation/a215061a-a666-5c74-9140-6b9e3b585986#/hasMember/4	CDA COMP -> associated component observation; exact relation in trace
amb-map-1134	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/@classCode	1478	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1135	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/@moodCode	1478	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1136	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:id[1]/@root	1480	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.52	transformed	Observation/58de5951-113b-5fcc-945d-f461845aba76#/id	CDA local key -> contextual deterministic resource id; original key in trace
amb-map-1137	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:id[1]/@extension	1480	SCORES2-4	transformed	Observation/58de5951-113b-5fcc-945d-f461845aba76#/id	CDA local key -> contextual deterministic resource id; original key in trace
amb-map-1138	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:code[1]/@code	1482	8020	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/code/coding/0/code	copy
amb-map-1139	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:code[1]/@codeSystem	1482	1.2.643.5.1.13.13.99.2.166	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1140	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:code[1]/@codeSystemName	1482	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1141	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:code[1]/@displayName	1482	Параметры клинической шкалы и опросников	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/code/coding/0/display	copy
amb-map-1142	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1482	5.27	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/code/coding/0/version	copy
amb-map-1143	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:effectiveTime[1]/@value	1484	202305021530+0300	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/effectiveDateTime	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-1144	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@xsi:type	1486	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1145	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@codeSystem	1486	1.2.643.5.1.13.13.11.1515	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1146	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@codeSystemName	1486	Параметры клинических шкал и опросников	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1147	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@code	1486	19501	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/valueCodeableConcept/coding/0/code	copy
amb-map-1148	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@codeSystemVersion	1486	5.9	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/valueCodeableConcept/coding/0/version	copy
amb-map-1149	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[5]/cda:observation[1]/cda:value[1]/@displayName	1486	Некурящие	mapped	Observation/58de5951-113b-5fcc-945d-f461845aba76#/valueCodeableConcept/coding/0/display	copy
amb-map-1150	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/@typeCode	1490	COMP	transformed	Observation/a215061a-a666-5c74-9140-6b9e3b585986#/hasMember/5	CDA COMP -> associated component observation; exact relation in trace
amb-map-1151	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/@classCode	1492	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1152	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/@moodCode	1492	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1153	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:code[1]/@code	1494	8019	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/code/coding/0/code	copy
amb-map-1154	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:code[1]/@codeSystem	1494	1.2.643.5.1.13.13.99.2.166	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1155	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:code[1]/@codeSystemName	1494	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1156	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:code[1]/@displayName	1494	Интерпретация результатов расчета клинической шкалы или опросника	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/code/coding/0/display	copy
amb-map-1157	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1494	5.27	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/code/coding/0/version	copy
amb-map-1158	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@xsi:type	1497	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1159	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@codeSystem	1497	1.2.643.5.1.13.13.11.1516	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1160	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@codeSystemName	1497	Интерпретация результатов оценки по клиническим шкалам и опросникам	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1161	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@code	1497	803	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/valueCodeableConcept/coding/0/code	copy
amb-map-1162	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@codeSystemVersion	1497	5.5	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/valueCodeableConcept/coding/0/version	copy
amb-map-1163	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[11]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[6]/cda:observation[1]/cda:value[1]/@displayName	1497	Высокий риск	mapped	Observation/c53785f8-2bec-56e2-8977-3bf90a50d22f#/valueCodeableConcept/coding/0/display	copy
amb-map-1164	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:code[1]/@code	1509	DGN	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/11/code/coding/0/code	copy
amb-map-1165	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:code[1]/@codeSystem	1509	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/11/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1166	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:code[1]/@codeSystemName	1509	Секции электронных медицинских документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1167	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:code[1]/@displayName	1509	Диагнозы	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/11/code/coding/0/display	copy
amb-map-1168	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:code[1]/@codeSystemVersion	1509	4.20	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/11/code/coding/0/version	copy
amb-map-1169	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:title[1]/text()	1511	Диагноз	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/11/title	copy
amb-map-1170	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/@classCode	1515	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1171	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/@moodCode	1515	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1172	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@code	1517	1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/0/coding/0/code	copy
amb-map-1173	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystem	1517	1.2.643.5.1.13.13.11.1077	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/0/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1174	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemName	1517	Виды нозологических единиц диагноза	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1175	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@displayName	1517	Основное заболевание	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/0/coding/0/display	copy
amb-map-1176	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1517	2.1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/0/coding/0/version	Preserve NSI version when normalizing an alias of the same system
amb-map-1177	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:text[1]/text()	1519	I11.9 ГБ II стадии. Неконтролируемая АГ. Нарушенная гликемия натощак. Дислипидемия. ГЛЖ. Риск 3 (высокий)	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/code/text	copy
amb-map-1178	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:effectiveTime[1]/@value	1521	20230502	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/recordedDate	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-1179	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	1523	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1180	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystem	1523	1.2.643.5.1.13.13.11.1005	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1181	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystemName	1523	Международная статистическая классификация болезней и проблем, связанных со здоровьем (10-й пересмотр)	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1182	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@code	1523	I11.9	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/code/coding/0/code	copy
amb-map-1183	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystemVersion	1523	2.24	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/code/coding/0/version	copy
amb-map-1184	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@displayName	1523	Гипертензивная [гипертоническая] болезнь с преимущественным поражением сердца без (застойной) сердечной недостаточности	mapped	Condition/cbace82d-f1d6-5829-963e-3cb269315d49#/code/coding/0/display	copy
amb-map-1185	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/@typeCode	1525	COMP	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1186	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/@classCode	1527	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1187	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/@moodCode	1527	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1188	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:code[1]/@code	1529	7026	technical	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1	field discriminator: diagnosis justification
amb-map-1189	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:code[1]/@codeSystem	1529	1.2.643.5.1.13.13.99.2.166	technical	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1	field discriminator: diagnosis justification
amb-map-1190	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:code[1]/@codeSystemName	1529	Кодируемые поля CDA документов	technical	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1	field discriminator: diagnosis justification
amb-map-1191	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:code[1]/@displayName	1529	Степень обоснованности диагноза	technical	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1	field discriminator: diagnosis justification
amb-map-1192	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1529	5.27	technical	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1	field discriminator: diagnosis justification
amb-map-1193	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@xsi:type	1531	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1194	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@code	1531	3	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1/coding/0/code	copy
amb-map-1195	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@codeSystem	1531	1.2.643.5.1.13.13.99.2.795	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1196	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@codeSystemName	1531	Степень обоснованности диагноза	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1197	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@displayName	1531	Заключительный клинический диагноз	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1/coding/0/display	copy
amb-map-1198	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[1]/cda:observation[1]/cda:value[1]/@codeSystemVersion	1531	3.1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/diagnosis/0/use/1/coding/0/version	Preserve NSI version when normalizing an alias of the same system
amb-map-1199	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/@typeCode	1535	COMP	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1200	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/@classCode	1537	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1201	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/@moodCode	1537	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1202	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:code[1]/@code	1539	12014	mapped	Observation/e45165bb-251f-52f7-9363-45672a2cf927#/code/coding/0/code	copy
amb-map-1203	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:code[1]/@codeSystem	1539	1.2.643.5.1.13.13.99.2.166	mapped	Observation/e45165bb-251f-52f7-9363-45672a2cf927#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-1204	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:code[1]/@codeSystemName	1539	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-1205	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:code[1]/@displayName	1539	Характер заболевания	mapped	Observation/e45165bb-251f-52f7-9363-45672a2cf927#/code/coding/0/display	copy
amb-map-1206	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:code[1]/@codeSystemVersion	1539	5.27	mapped	Observation/e45165bb-251f-52f7-9363-45672a2cf927#/code/coding/0/version	copy
amb-map-1207	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[12]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:entryRelationship[2]/cda:observation[1]/cda:value[1]/@xsi:type	1541	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
